case_id,source_file_identity,processed_audit_crc32,customer_count,depot_count,product_count,planning_days,demand_record_count,inventory_record_count,nonzero_demand_pairs,nonzero_inventory_pairs,demand_pair_density,inventory_pair_density,distance_field_available,km_cost_field_available,inventory_cost_field_available,shortage_cost_field_available,x0_reconstructible,x0_duplicate_pairs,x0_missing_or_nonfinite,raw_normalizer_consumable,selected_8_products_present,geographic_mapping_status,common_region_construction_status,product_selection_status,demand_aggregation_status,demand_deviation_status,x0_construction_status,capacity_proxy_status,inventory_ub_status,inventory_cost_status,shortage_cost_status,transport_cost_status,fixed_cost_status,service_parameters_status,b_ref_inputs_status,formal_pipeline_consumable,compatibility_classification,post_I,post_R,post_J,uncertainty_items,expected_direct_variables_gamma2,expected_direct_constraints_gamma2,post_processing_dimensions_status
210223,renault_data_pipeline/data/renault_raw/instances/instances/210223/,d08348f8,609,14,29,20,353220,406,1902,0,0.1076949210124002,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210224,renault_data_pipeline/data/renault_raw/instances/instances/210224/,0bc5367c,522,14,29,21,317898,406,1755,0,0.1159334126040428,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210225,renault_data_pipeline/data/renault_raw/instances/instances/210225/,4cc1a131,521,14,29,22,332398,406,1730,0,0.11450129062148388,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210301,renault_data_pipeline/data/renault_raw/instances/instances/210301/,80d25635,599,14,29,19,330049,406,1814,0,0.10442691842726383,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210302,renault_data_pipeline/data/renault_raw/instances/instances/210302/,87ddc464,586,12,29,20,339880,348,1768,0,0.10403671884194421,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210308,renault_data_pipeline/data/renault_raw/instances/instances/210308/,9d48cfc6,552,12,29,19,304152,348,1826,0,0.1140679660169915,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210309,renault_data_pipeline/data/renault_raw/instances/instances/210309/,7750b72f,565,13,29,20,327700,377,1812,0,0.11058895331095514,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210310,renault_data_pipeline/data/renault_raw/instances/instances/210310/,909dd21f,485,16,29,21,295365,464,1777,0,0.12634198364735158,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210312,renault_data_pipeline/data/renault_raw/instances/instances/210312/,388bf759,487,16,29,22,310706,464,1736,0,0.12292005947744813,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210316,renault_data_pipeline/data/renault_raw/instances/instances/210316/,3d2e02b6,574,14,29,20,332920,406,1838,0,0.11041691697705154,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210317,renault_data_pipeline/data/renault_raw/instances/instances/210317/,691aea3d,491,16,29,21,299019,464,1779,0,0.1249385490554112,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210318,renault_data_pipeline/data/renault_raw/instances/instances/210318/,e58d7de4,639,16,29,22,407682,464,2145,0,0.11575198316334791,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
