entity_type,case_id,entity_id,latitude,longitude,region_id,is_medoid,source_status,source_file
customer,210202,923619,44.84,24.89,11,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,923681,49.44,1.9,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1105407,46.98,3.16,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1295500,49.22,2.13,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1295511,50.51,2.47,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1295540,49.22,2.13,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1349821,49.17,5.98,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1349826,44.89,24.84,11,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1349831,33.79,-7.16,1,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1607201,47.97,3.54,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1650000,48.52,2.63,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1689201,49.29,6.53,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1746907,49.19,6.7,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1834600,46.07,6.4,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1925700,50.54,2.99,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1925732,41.89,-5.06,2,true,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1925736,41.89,-5.06,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,1960400,45.89,4.82,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2096325,41.53,-8.43,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2096343,46.54,3.35,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2096380,46.87,23.78,11,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2096396,50.94,5.49,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2115302,50.77,7.94,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2154104,51.53,7.08,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2178901,48.07,10.84,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2318606,47.14,18.42,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2325200,50.38,7.6,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2325204,50.35,7.49,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2388402,51.82,9.84,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2395801,49.87,8.79,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2407003,45.61,9.22,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2417604,42.73,-1.61,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2425700,40.85,-8.48,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2471300,51.18,7.19,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2477601,52.46,8.39,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2487200,41.65,-4.73,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2488101,43.31,-2.46,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2488800,42.46,-2.41,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2488803,35.77,-5.8,1,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2488804,42.46,-2.41,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2496900,43.17,-2.61,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2504100,41.69,-0.97,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2515600,41.2,-8.61,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2519301,42.29,-7.82,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2519302,41.28,-4.68,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2555100,43.3,-2.67,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2555101,43.0,-1.66,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2555108,43.2,-2.71,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2562800,40.32,-3.46,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2567601,41.39,1.15,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2571500,40.49,-3.41,3,true,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2571703,45.37,7.67,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573201,40.12,-3.66,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573202,41.83,-4.56,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573203,41.96,-8.68,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573206,41.78,1.86,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573209,40.88,-8.44,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573211,38.09,-3.66,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573214,47.38,18.19,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573221,48.73,2.73,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573222,48.26,0.69,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573223,48.29,2.21,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573225,50.06,3.14,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2573228,41.74,-1.19,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2576707,40.27,-3.74,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2577103,41.56,1.96,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2577200,41.56,2.18,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2578801,39.37,-0.43,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2578901,42.0,-4.52,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2585202,41.89,-1.71,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2586307,42.39,-7.14,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2590706,40.33,-3.74,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2600800,49.01,12.14,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2601100,41.41,1.99,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2601104,40.82,-0.87,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2618500,40.88,-8.49,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2671602,45.2,7.89,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2683900,51.25,6.99,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2695000,44.93,7.84,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2705001,41.31,1.63,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2705012,41.62,2.25,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2706302,40.63,-4.02,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2727900,41.32,1.65,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2744302,39.48,-8.18,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2755800,42.56,12.6,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2777901,45.81,15.88,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2782800,41.55,1.68,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2782804,40.1,-3.63,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2801802,43.07,-2.51,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2801804,43.06,-2.49,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2809400,50.43,15.38,10,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2809401,50.18,14.67,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2809407,50.62,16.08,10,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2809600,41.54,2.16,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2812100,46.38,15.39,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2814600,41.57,1.67,6,true,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2814605,41.58,1.65,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2814606,41.96,-4.49,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2819800,47.93,10.86,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2820700,50.69,15.15,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2823500,51.2,7.82,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2870302,51.7,-4.13,4,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2870304,52.68,-2.04,4,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2870900,54.77,-1.37,4,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2877204,47.21,18.43,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2877207,46.06,18.22,9,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2878000,41.64,-0.98,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2884100,43.16,-2.78,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2884103,42.83,-1.6,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2884108,43.21,-3.13,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2888800,41.58,2.25,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2888802,41.6,-1.27,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2901101,41.08,-4.73,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2901122,45.83,8.74,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2909102,41.32,2.14,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2926700,44.72,10.56,8,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2928900,42.2,-8.76,2,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,2971803,49.98,19.83,10,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3043100,48.15,7.55,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3043102,49.6,5.08,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3043109,50.1,11.38,8,true,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3161400,47.29,5.02,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3238100,48.96,2.96,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3304502,49.22,2.13,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3385400,46.06,6.57,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3699203,49.87,2.53,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3699209,40.1,-3.63,3,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3699213,50.49,3.0,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3699223,47.77,-0.27,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3699225,48.85,-0.88,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,3782011,49.95,3.47,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5124500,46.64,0.12,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5134300,47.65,-2.09,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5315103,48.31,-0.06,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5345308,54.76,-1.36,4,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5345312,51.59,5.03,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5594513,49.77,1.98,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5877914,49.06,2.02,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5898201,47.21,5.9,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5915200,45.82,4.99,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5932502,49.3,6.12,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965102,46.19,5.81,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965103,44.03,4.98,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965105,47.8,7.14,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965113,49.49,1.73,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965114,45.33,5.05,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965115,49.77,2.92,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,5965120,44.03,4.98,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6002303,49.57,3.02,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6193200,49.41,2.8,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6234902,50.4,1.96,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6353501,49.65,3.29,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6487400,43.56,1.39,6,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6665215,47.85,2.74,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6681302,48.82,6.72,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6701102,49.27,4.01,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,6701103,48.08,-0.75,5,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
customer,210202,7204717,50.52,2.83,7,false,RECOVERED_FROM_FROZEN_ARTIFACT,renault_data_pipeline/data/renault_processed/210202/customers.csv
