run_id,case,Gamma_token,Gamma,lambda_token,lambda_R,objective,fixed_cost,inventory_cost,reconfiguration_cost,robust_recourse_cost,transportation_cost,shortage_cost,service_penalty,total_shortage,average_fill_rate,minimum_fill_rate,B,budget_used,budget_utilization,budget_slack,RS,iterations,cuts,master_solves,subproblem_evaluations,lower_bound,upper_bound,relative_gap,status,certification_status,exact_certification_pass,reused,reuse_source_run,canonical_total_adjustment,RI,changed_pair_count,top_adjustment_share,material_reconfiguration,active_depots,active_depot_ids,positive_inventory_depot_ids,opened_depots,closed_depots,network_change,budget_binding,global_coupling_diagnostic_status,global_coupling_diagnostic_source_status,artifact_validation_pass,t_artifact_write_seconds,t_core_prb_seconds,t_exact_certification_seconds,t_instance_load_seconds,t_post_evaluation_seconds,t_reporting_seconds,t_reuse_validation_seconds,t_total_runner_wallclock_seconds,normalized_objective,normalized_robust_recourse
E7-210628-G0-L0500,210628,G0,0,L0500,0.05,625401.2683030788,1909.9080000000001,75498.92307532004,0.0,547992.4372277588,2381.637995459684,207866.06153846098,337744.7376923077,3137.6461538461467,0.14358015428821916,0.0,77408.83107532002,77408.83107532003,1.0000000000000002,-1.4551915228366852e-11,0.0,5,14,5,48,625401.2683030788,625401.2683030788,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210628-G0,4.0940516754517375e-08,6.755346353786714e-11,0,0.46177153909614865,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0018405999981041532,0.0,0.0,0.0020464000008360017,0.0,0.001982300000236137,5.0462411000007705,5.168073299999378,1.0,1.0
E7-210628-G0-L2000,210628,G0,0,L2000,0.2,625401.2683030793,1909.9080000000001,75498.92307532002,0.0,547992.4372277593,2381.637995057916,207866.06153920962,337744.7376936917,3137.6461538728718,0.14358014852421405,0.0,77408.83107532002,77408.83107532002,1.0,0.0,0.0,4,12,4,40,625401.2683030793,625401.2683030793,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,1.8986618499639007e-08,3.132866759385088e-11,0,0.5824404435564301,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.004640999999537598,0.0715849000007438,0.003445599999395199,0.0024230999988503754,0.037128599997231504,0.07189279999874998,5.116619500000525,5.462828100000479,1.0,1.0
E7-210628-G2-L0025,210628,G2,2,L0025,0.0025,676700.8373030825,1909.9080000000001,75498.92307532002,3.1372477948821142e-09,599292.0062277593,2381.637997215383,227115.43076923076,369794.9374615385,3207.1384615384613,0.14358015430155144,0.0,77408.83107532002,77408.83107532316,1.0000000000000406,-3.14321368932724e-09,4.052829310688754e-14,6,36,6,168,676700.8373030792,676700.8373030793,1.7203366008958397e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210628-L0025,1.7784351769023488e-08,2.9344880182558256e-11,0,0.5880112268645684,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.004109299999981886,0.0,0.0,0.0013614999988931231,0.0,0.0023816000029910356,5.312247099998785,5.431737499999144,1.0820266468905553,1.093613644121657
E7-210628-G2-L0500,210628,G2,2,L0500,0.05,676700.8373031134,1909.9080000000001,75498.9230752884,3.295336289224188e-08,599292.0062277921,2381.63799702283,227115.4307692308,369794.9374615385,3207.1384615384613,0.14358015430158724,0.0,77408.83107532002,77408.83107532136,1.0000000000000173,-1.3387762010097504e-09,4.2570547099694265e-13,5,34,5,144,676700.8373031134,676700.8373031134,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210628-G2,1.83114039487009e-08,3.02145370170305e-11,0,0.5998693881225454,False,2,90016100|9624708,90016100|9624708,,,False,True,MISSING_BY_REUSE_SCHEMA_SOURCE_REFERENCED,PASS,True,0.002720899999985704,0.0,0.0,0.0009074999979929999,0.0,0.0012234999994689133,5.01326109999718,5.090888499998982,1.0820266468906072,1.09361364412172
E7-210628-G2-L2000,210628,G2,2,L2000,0.2,676700.8373033447,1909.9080000000001,75498.92307532001,2.6540121211837686e-07,599292.0062277593,2381.6379958053794,227115.43076923076,369794.9374615385,3207.138461538461,0.1435801543014907,0.0,77408.83107532002,77408.8310755854,1.0000000000034284,-2.653832780197263e-07,3.4285650413728283e-12,4,31,4,120,676700.8373030793,676700.8373030793,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210628-L2000,1.8986305860835273e-08,3.1328151727523265e-11,0,0.5824395556279085,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.001975700000912184,0.0,0.0,0.0009461000008741394,0.0,0.0009344999998575076,4.894969099997979,4.9913535000014235,1.0820266468909763,1.093613644121659
E7-210628-G4-L0025,210628,G4,4,L0025,0.0025,708428.6873030813,1909.9080000000001,75498.92307531823,1.8193424273103525e-09,631019.8562277613,2381.637995057404,239020.81538536435,389617.40284753946,3266.3692307959786,0.14358014852359177,0.0,77408.83107532002,77408.83107532005,1.0000000000000004,-2.9103830456733704e-11,2.3503034499256338e-14,6,61,6,280,708428.6873030812,708428.6873030813,1.6432892105219024e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,1.9016603403088084e-08,3.1378143864362536e-11,0,0.5830958518489181,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.003485599998384714,21.300355100007437,0.8550264999939827,0.0018022000003838912,3024.4650074999954,0.09767730000021402,5.653405799996108,3054.139435199999,1.132758635468204,1.15151197965437
E7-210628-G4-L0500,210628,G4,4,L0500,0.05,708428.6873031154,1909.9080000000001,75498.9230752884,3.4755334797266284e-08,631019.8562277922,2381.6379950487053,239020.81538537826,389617.4028475652,3266.369230796475,0.14358014852416257,0.0,77408.83107532002,77408.83107532315,1.0000000000000404,-3.128661774098873e-09,4.489841057469114e-13,5,62,5,240,708428.6873031153,708428.6873031154,1.6432892105218233e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210628-G4,1.951304540170895e-08,3.21972926956679e-11,0,0.5937112762756912,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.002351200004341081,0.0,0.0,0.0029021999944234267,0.0,0.0016460000042570755,6.95552139999927,7.158339000001433,1.132758635468261,1.1515119796544295
E7-210628-G4-L2000,210628,G4,4,L2000,0.2,708428.6873030794,1909.9080000000001,75498.92307532001,0.0,631019.8562277594,2381.6379950579194,239020.81538536353,389617.4028475379,3266.3692307959486,0.14358014852421389,0.0,77408.83107532002,77408.83107532,0.9999999999999998,1.4551915228366852e-11,0.0,4,53,4,200,708428.6873030793,708428.6873030794,1.6432892105219068e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,1.8986305860835273e-08,3.1328151727523265e-11,0,0.5824395556279085,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.004685500003688503,11.050533300003735,1.0336859000017284,0.002428600004350301,3127.4962118999974,0.06840029999875696,5.057261399997515,3146.5503903999997,1.1327586354682027,1.1515119796543685
E7-210129-G0-L0025,210129,G0,0,L0025,0.0025,826685.3068310944,860.1120000000001,89450.99999905335,4.986441512665666e-09,736374.194832036,2213.7154568232118,279236.89999999997,454923.5793750001,3823.993749999999,0.1474264273562077,3.552713678800501e-15,90311.11199905835,90311.11199905834,0.9999999999999999,1.4551915228366852e-11,5.5214041797178387e-14,6,15,6,56,826685.3068310944,826685.3068310944,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,3.4116904856773544e-08,5.025459880890133e-11,0,0.5201227109497967,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0021250999998301268,0.15515530000266153,0.0029375000012805685,0.0009051000015460886,0.013038999997661449,0.06949380000150995,4.982296800000768,5.368131600000197,1.0,1.0
E7-210129-G0-L0500,210129,G0,0,L0500,0.05,826685.3068311452,860.1120000000001,89450.99999905168,6.657707718460415e-09,736374.1948320869,2213.7154562727237,279236.89999999997,454923.5793750001,3823.993749999999,0.14742642735621023,3.4416913763379853e-15,90311.11199905835,90311.11199905834,0.9999999999999999,1.4551915228366852e-11,7.371969596088943e-14,5,13,5,48,826685.3068311454,826685.3068311452,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210129-G0,3.093203471138395e-09,4.556324793498921e-12,0,0.7174555204209453,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0017566999958944507,0.0,0.0,0.0027476999966893345,0.0,0.002068000001600012,5.062538800004404,5.165919799997937,1.0,1.0
E7-210129-G0-L2000,210129,G0,0,L2000,0.2,826685.3068312091,860.1120000000001,89450.99999905836,0.0,736374.1948321507,2213.715455864399,279236.89999999997,454923.5793750001,3823.993749999999,0.14742642735621903,3.1086244689504383e-15,90311.11199905835,90311.11199905835,1.0,0.0,0.0,5,13,5,48,826685.3068311454,826685.3068310474,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,5.684341886080802e-14,8.373101902909243e-17,0,1.0,False,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0043667999998433515,0.09992709999642102,0.0037092999991727993,0.0024274000024888664,0.01088970000273548,0.07472939999570372,5.301912400005676,5.650926799993613,1.0,1.0
E7-210129-G2-L0025,210129,G2,2,L0025,0.0025,850980.5691586464,860.1120000000001,89439.18548959293,11.81450946540563,760669.4571595881,1850.9551405894194,287492.34762059443,471326.15439863264,3885.6176859941315,0.1356612456463131,3.3306690738754696e-16,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,0.00013082010844389576,5,35,5,144,850980.5691586466,850980.5691586465,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210129-L0025,54.21136895324159,0.07985397881383693,3,0.728263327562863,True,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.003237799995986279,0.0,0.0,0.0009457000051042996,0.0,0.0014014999978826381,5.115295600000536,5.218103499995777,1.029388767559789,1.0329930930470665
E7-210129-G2-L0500,210129,G2,2,L0500,0.05,851260.2478325499,860.1120000000001,89202.89530028481,248.10469877351852,760949.1358334916,1816.3678624927998,287602.61637560074,471530.151595398,3889.555855815645,0.13510097109495198,8.881784197001252e-16,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,0.0027472222773218145,4,31,4,120,851260.2478325501,851260.24783255,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210129-G2,58.14953877504357,0.08565494889792966,3,0.7466666577596643,True,2,90016100|9624708,90016100|9624708,,,False,True,MISSING_BY_REUSE_SCHEMA_SOURCE_REFERENCED,PASS,True,0.0024608000021544285,0.0,0.0,0.002503600000636652,0.0,0.0013475000014295802,5.027498499999638,5.1229545999958646,1.0297270809077343,1.0333728981459058
E7-210129-G2-L2000,210129,G2,2,L2000,0.2,852320.7007986155,860.1120000000001,88953.24999941885,497.7499996395054,762009.5887995571,1646.7416110183967,289063.7500003992,471299.0971882639,3911.971875004,0.13690532377537515,4.107825191113079e-15,90311.11199905835,90311.11199905835,1.0,0.0,0.005511503386700579,7,35,7,192,852320.7007986156,852320.7007986155,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210129-L2000,31.109374977469127,0.04582447221550904,3,0.7999999833505965,True,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.003103199996985495,0.0,0.0,0.0009319000018876977,0.0,0.0008316999956150539,5.064129400001548,5.1848497999963,1.0310098579901827,1.034812998808642
E7-210129-G4-L0025,210129,G4,4,L0025,0.0025,871438.8797327997,860.1120000000001,89427.76731036106,23.23268869726865,781127.7677337414,1377.3640361344678,296394.0043676049,483356.39933026873,3982.411392694262,0.12419479598363935,1.7763568394002505e-15,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,0.00025725171778984287,5,60,5,240,871438.8797327997,871438.8797327996,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,106.60416011611306,0.15702917132975203,4,0.7139299329019232,True,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0045226000002003275,11.869085200007248,0.960737399997015,0.002392199996393174,3016.4583181000053,0.055709500004013535,5.403585599997314,3036.6142795999986,1.0541361658806514,1.0607755855865013
E7-210129-G4-L0500,210129,G4,4,L0500,0.05,872018.4248639799,860.1120000000001,88963.11353641568,487.8864626426422,781707.3128649216,1338.919648158693,296610.84279542556,483757.55042153737,3990.1556222602067,0.12338646285301781,0.0,90311.11199905835,90311.11199905831,0.9999999999999996,4.3655745685100555e-11,0.005402286073586705,4,52,4,200,872018.42486398,872018.4248639799,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210129-G4,114.34838968186945,0.1684365118122768,4,0.7333039903561849,True,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.001602799995453097,0.0,0.0,0.001000100004603155,0.0,0.001408700001775287,5.358850199998415,5.470283199996629,1.0548372127316572,1.061562610899438
E7-210129-G4-L2000,210129,G4,4,L2000,0.2,873981.6542361154,860.1120000000001,88953.24999941885,497.7499996395054,783670.542237057,1646.7416110238023,297191.6875003995,484832.11312576913,3952.409375003996,0.13690532377535491,1.765254609153999e-14,90311.11199905835,90311.11199905835,1.0,0.0,0.005511503386700579,7,58,7,320,873981.6542361155,873981.6542361154,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,31.109374977469127,0.04582447221550904,3,0.7999999833505965,True,2,90016100|9624708,90016100|9624708,,,False,True,PASS,E7_RESULT,True,0.0019155999980284832,13.894435900001554,1.0084964999987278,0.0017788000041036867,2953.402300099995,0.0627463999990141,5.106310299997858,2975.425052700004,1.0572120334232131,1.064228686633549
E7-210310-G0-L0025,210310,G0,0,L0025,0.0025,644331.8713742874,1519.692,74874.39999988716,3.034650717381737e-08,567937.7793743699,1516.1503743346811,215695.53333333353,350726.09566658386,3062.860000000006,0.14478398181076194,0.0,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,3.9723630950218167e-13,7,18,7,64,644331.8713742874,644331.8713742874,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,7.816544211891596e-08,1.4033125058763788e-10,0,0.48190223845375724,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,True,PASS,E7_RESULT,True,0.001916299996082671,0.22796450000896584,0.003304799996840302,0.002839000000676606,0.01116800000454532,0.04852760000358103,5.2833548999988125,5.757256200005941,1.0,1.0
E7-210310-G0-L0500,210310,G0,0,L0500,0.05,644331.8713743677,1519.692,74874.3999999175,0.0,567937.7793744502,1516.1503743484448,215695.53333333327,350726.0956668212,3062.859999999998,0.1447839818107621,0.0,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,0.0,5,13,5,48,644331.8713743679,644331.8713743679,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210310-G0,1.9437003118127905e-09,3.4895458674603015e-12,0,0.7272853557739585,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,True,PASS,E7_RESULT,True,0.0022836999996798113,0.0,0.0,0.0014475000061793253,0.0,0.0013829000017722137,5.1634195000006,5.279600200003188,1.0,1.0
E7-210310-G0-L2000,210310,G0,0,L2000,0.2,644331.8713732089,1519.692,74874.39999991693,-1.0131108752803256e-06,567937.7793743052,1516.1503741577803,215695.5333333344,350726.09566750744,3062.8600000000333,0.14478398181074056,0.0,76394.09199991751,76394.09199890382,0.9999999999867308,1.013686414808035e-06,-1.3261639071270322e-11,4,12,4,40,644331.8713743618,644331.8713733057,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,6.342420277860583e-08,1.1386614662660247e-10,0,0.4998131896090179,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,False,PASS,E7_RESULT,True,0.004745799997181166,0.06880329999694368,0.0037331999992602505,0.0017728000020724721,0.018051200000627432,0.0821111999975983,4.9920404000004055,5.314403200005472,1.0,1.0
E7-210310-G2-L0025,210310,G2,2,L0025,0.0025,714814.5477076205,1519.692,74874.39999988735,3.015374367976165e-08,638420.455707703,1516.1503740250378,242143.06666666668,394761.2386668785,3168.526666666667,0.14478398181076793,0.0,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,3.947130319945973e-13,7,41,7,192,714814.5477076224,714814.5477076205,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210310-L0025,7.658209000283023e-08,1.3748864167316565e-10,0,0.48402728120162875,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,True,PASS,E7_RESULT,True,0.0031197999996948056,0.0,0.0,0.002641400002175942,0.0,0.0024319000003742985,5.262973100005183,5.395665199997893,1.1093887784613254,1.1241028135352706
E7-210310-G2-L0500,210310,G2,2,L0500,0.05,714814.5477077012,1519.692,74874.3999999175,0.0,638420.4557077837,1516.1503744137008,242143.06666666668,394761.23866670334,3168.5266666666666,0.14478398181076774,0.0,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,0.0,5,33,5,144,714814.547707701,714814.5477077012,3.257217475504957e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E4-210310-G2,1.9437003118127905e-09,3.4895458674603015e-12,0,0.7272853557739585,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,True,MISSING_BY_REUSE_SCHEMA_SOURCE_REFERENCED,PASS,True,0.003722000001289416,0.0,0.0,0.002791400002024602,0.0,0.0024723999958951026,4.970359300001292,5.0925829999978305,1.1093887784613123,1.1241028135352538
E7-210310-G2-L2000,210310,G2,2,L2000,0.2,714814.5477065423,1519.692,74874.39999991693,-1.013109511038273e-06,638420.4557076385,1516.1503743505345,242143.06666666668,394761.2386667504,3168.5266666666666,0.14478398181076776,0.0,76394.09199991751,76394.09199890382,0.9999999999867308,1.013686414808035e-06,-1.3261621213318e-11,5,32,5,144,714814.5477076487,714814.5477066392,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,True,E5-210310-L2000,6.342416014604169e-08,1.1386607008790608e-10,0,0.49981352557433173,False,4,90018300|90018400|90019100|91017500,90018300|90018400|90019100|91017500,,,False,False,PASS,E7_RESULT,True,0.003067199999350123,0.0,0.0,0.003103699993516784,0.0,0.001526499996543862,5.016954500002612,5.142567999995663,1.1093887784615089,1.1241028135352853
E7-210310-G4-L0025,210310,G4,4,L0025,0.0025,748656.4223076343,1030.6200000000001,75209.39210336332,154.07989655418214,672262.3303077167,1330.2983412562019,252408.84453057093,418523.18743596174,3281.3907777493478,0.12206803968580467,1.6653345369377348e-15,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,0.0020169085399214973,6,67,6,280,748656.422307634,748656.4223076343,3.1099799149014177e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,False,,443.6242197798312,0.796443285742042,7,0.2386893750548532,True,2,90018400|90019100,90018400|90019100,,90018300|91017500,True,True,PASS,E7_RESULT,True,0.003921099996659905,14.752547499992943,1.0440651000026264,0.0022920000046724454,3116.821746099995,0.059661100000084843,5.1552604000025894,3139.790897400002,1.1619112068922406,1.1836901060680782
